"Species","Results"
"Lalage typica","0"
"Lobotos lobatus","0"
"Lobotos oriolinus","0"
"Malindangia mcgregori","0"
"Pericrocotus albifrons","0"
"Pericrocotus brevirostris","0"
"Pericrocotus cantonensis","0"
"Pericrocotus cinnamomeus","0"
"Pericrocotus divaricatus","0"
"Pericrocotus erythropygius","0"
"Pericrocotus ethologus","0"
"Pericrocotus flammeus","0"
"Pericrocotus igneus","0"
"Pericrocotus lansbergei","0"
"Pericrocotus miniatus","0"
"Pericrocotus montanus","0"
"Pericrocotus roseus","0"
"Pericrocotus solaris","0"
"Pericrocotus tegimae","0"
"Amaurospiza moesta","0"
"Amaurospiza relicta","0"
"Cardinalis cardinalis","2"
"Cardinalis phoeniceus","0"
"Cardinalis sinuatus","0"
"Caryothraustes canadensis","0"
"Caryothraustes celaeno","0"
"Caryothraustes erythromelas","0"
"Caryothraustes poliogaster","0"
"Cyanocompsa parellina","0"
"Cyanoloxia brissonii","0"
"Cyanoloxia cyanoides","0"
"Cyanoloxia glaucocaerulea","0"
"Cyanoloxia rothschildii","0"
"Granatellus francescae","0"
"Granatellus paraensis","0"
"Granatellus pelzelni","0"
"Granatellus sallaei","0"
"Granatellus venustus","0"
"Habia atrimaxillaris","0"
"Habia carmioli","0"
"Habia cristata","0"
"Habia frenata","0"
"Habia fuscicauda","0"
"Habia gutturalis","0"
"Habia olivacea","0"
"Habia rubica","0"
"Habia stolzmanni","0"
"Passerina amoena","0"
"Passerina caerulea","0"
"Passerina ciris","0"
"Passerina cyanea","0"
"Passerina leclancherii","0"
"Passerina rositae","0"
"Passerina versicolor","0"
"Pheucticus aureoventris","0"
"Pheucticus chrysogaster","0"
"Pheucticus chrysopeplus","0"
"Pheucticus ludovicianus","0"
"Pheucticus melanocephalus","0"
"Pheucticus tibialis","0"
"Piranga bidentata","0"
"Piranga erythrocephala","0"
"Piranga flava","0"
"Piranga hepatica","0"
"Piranga leucoptera","0"
"Piranga ludoviciana","0"
"Piranga olivacea","0"
"Piranga roseogularis","0"
"Piranga rubra","1"
"Piranga rubriceps","0"
"Spiza americana","2"
"Certhia americana","0"
"Certhia brachydactyla","2"
"Certhia discolor","0"
"Certhia familiaris","2"
"Certhia himalayana","0"
"Certhia hodgsoni","0"
"Certhia manipurensis","0"
"Certhia nipalensis","0"
"Certhia tianquanensis","0"
"Chaetops aurantius","0"
"Chaetops frenatus","0"
"Chloropsis aurifrons","0"
"Chloropsis cochinchinensis","0"
"Chloropsis cyanopogon","0"
"Chloropsis flavipennis","0"
"Chloropsis hardwickii","0"
"Chloropsis jerdoni","0"
"Chloropsis kinabaluensis","0"
"Chloropsis lazulina","0"
"Chloropsis media","0"
"Chloropsis moluccensis","0"
"Chloropsis palawanensis","0"
"Chloropsis sonnerati","0"
"Chloropsis venusta","0"
"Cinclus cinclus","4"
"Cinclus leucocephalus","0"
"Cinclus mexicanus","1"
"Cinclus pallasii","0"
"Cinclus schulzii","0"
"Cinclosoma ajax","0"
"Cinclosoma alisteri","0"
"Cinclosoma castaneothorax","0"
"Cinclosoma castanotum","0"
"Cinclosoma cinnamomeum","0"
"Cinclosoma marginatum","0"
"Cinclosoma punctatum","0"
"Ptilorrhoa caerulescens","0"
"Ptilorrhoa castanonota","0"
"Ptilorrhoa geislerorum","0"
"Ptilorrhoa leucosticta","0"
"Apalis alticola","0"
"Apalis argentea","0"
"Apalis bamendae","0"
"Apalis binotata","0"
"Apalis chapini","0"
"Apalis chariessa","0"
"Apalis chirindensis","0"
"Apalis cinerea","0"
"Apalis flavida","0"
"Apalis flavigularis","0"
"Apalis flavocincta","0"
"Apalis fuscigularis","0"
"Apalis goslingi","0"
"Apalis jacksoni","0"
"Apalis kaboboensis","0"
"Apalis karamojae","0"
"Apalis lynesi","0"
"Apalis melanocephala","0"
"Apalis nigriceps","0"
"Apalis personata","0"
"Apalis porphyrolaema","0"
"Apalis ruddi","0"
"Apalis rufogularis","0"
"Apalis sharpii","0"
"Apalis thoracica","0"
"Artisornis metopias","0"
"Artisornis moreaui","0"
"Artisornis sousae","0"
"Bathmocercus cerviniventris","0"
"Bathmocercus rufus","0"
"Calamonastes fasciolatus","0"
"Calamonastes simplex","1"
"Calamonastes stierlingi","0"
"Calamonastes undosus","0"
"Camaroptera brachyura","0"
"Camaroptera chloronota","0"
"Camaroptera harterti","0"
"Camaroptera superciliaris","0"
"Camaroptera toroensis","0"
"Cisticola aberdare","0"
"Cisticola aberrans","0"
"Cisticola angusticauda","0"
"Cisticola anonymus","0"
"Cisticola aridulus","0"
"Cisticola ayresii","0"
"Cisticola bailunduensis","0"
"Cisticola bodessa","0"
"Cisticola brachypterus","0"
"Cisticola brunnescens","0"
"Cisticola bulliens","0"
"Cisticola cantans","0"
"Cisticola carruthersi","1"
"Cisticola cherina","0"
"Cisticola chiniana","0"
"Cisticola chubbi","0"
"Cisticola cinereolus","0"
"Cisticola cinnamomeus","0"
"Cisticola dambo","0"
"Cisticola erythrops","0"
"Cisticola exilis","0"
"Cisticola eximius","0"
"Cisticola fulvicapilla","0"
"Cisticola galactotes","1"
"Cisticola guinea","0"
"Cisticola haematocephalus","0"
"Cisticola haesitatus","0"
"Cisticola hunteri","0"
"Cisticola juncidis","1"
"Cisticola lais","0"
"Cisticola lateralis","0"
"Cisticola luapula","0"
"Cisticola lugubris","0"
"Cisticola marginatus","0"
"Cisticola melanurus","0"
"Cisticola nana","0"
"Cisticola natalensis","0"
"Cisticola nigriloris","0"
"Cisticola njombe","0"
"Cisticola pipiens","0"
"Cisticola restrictus","0"
"Cisticola robustus","0"
"Cisticola ruficeps","0"
"Cisticola rufilatus","0"
"Cisticola rufus","0"
"Cisticola subruficapilla","0"
"Cisticola textrix","0"
"Cisticola tinniens","0"
"Cisticola troglodytes","0"
"Cisticola woosnami","0"
"Drymocichla incana","0"
"Eminia lepida","0"
"Eremomela atricollis","0"
"Eremomela badiceps","0"
"Eremomela canescens","0"
"Eremomela flavicrissalis","0"
"Eremomela gregalis","0"
"Eremomela icteropygialis","0"
"Eremomela pusilla","0"
"Eremomela scotops","0"
"Eremomela turneri","0"
"Eremomela usticollis","0"
"Euryptila subcinnamomea","0"
"Hypergerus atriceps","0"
"Incana incana","4"
"Malcorus pectoralis","0"
"Micromacronus leytensis","0"
"Micromacronus sordidus","0"
"Neomixis pallidior","0"
"Neomixis striatigula","0"
"Neomixis tenella","0"
"Neomixis viridis","0"
"Oreolais pulcher","0"
"Oreolais ruwenzorii","0"
"Oreophilais robertsi","0"
"Orthotomus atrogularis","0"
"Orthotomus castaneiceps","0"
"Orthotomus chaktomuk","0"
"Orthotomus chloronotus","0"
"Orthotomus cinereiceps","0"
"Orthotomus derbianus","0"
"Orthotomus frontalis","0"
"Orthotomus nigriceps","0"
"Orthotomus ruficeps","0"
"Orthotomus samarensis","0"
"Orthotomus sepium","0"
"Orthotomus sericeus","0"
"Orthotomus sutorius","0"
"Phragmacia substriata","0"
"Phyllolais pulchella","0"
"Poliolais lopezi","0"
"Prinia atrogularis","0"
"Prinia bairdii","0"
"Prinia buchanani","0"
"Prinia cinereocapilla","0"
"Prinia crinigera","0"
"Prinia erythroptera","0"
"Prinia familiaris","0"
"Prinia flavicans","0"
"Prinia flaviventris","0"
"Prinia fluviatilis","0"
"Prinia gracilis","0"
"Prinia hodgsonii","0"
"Prinia hypoxantha","0"
"Prinia inornata","0"
"Prinia khasiana","0"
"Prinia maculosa","0"
"Prinia molleri","0"
"Prinia polychroa","0"
"Prinia rufescens","0"
"Prinia rufifrons","0"
"Prinia socialis","0"
"Prinia somalica","0"
"Prinia sonitans","0"
"Prinia subflava","0"
"Prinia superciliaris","0"
"Prinia sylvatica","0"
"Scepomycter winifredae","0"
"Schistolais leontica","0"
"Schistolais leucopogon","0"
"Spiloptila clamans","0"
"Urolais epichlorus","0"
"Climacteris affinis","0"
"Climacteris erythrops","2"
"Climacteris melanurus","0"
"Climacteris picumnus","1"
"Climacteris rufus","0"
"Cormobates leucophaea","3"
"Cormobates placens","0"
"Cnemophilus loriae","0"
"Cnemophilus macgregorii","0"
"Cnemophilus sanguineus","0"
"Loboparadisea sericea","0"
"Conopophaga ardesiaca","0"
"Conopophaga aurita","0"
"Conopophaga castaneiceps","0"
"Conopophaga cearae","0"
"Conopophaga lineata","0"
"Conopophaga melanogaster","0"
"Conopophaga melanops","0"
"Conopophaga peruviana","0"
"Conopophaga roberti","0"
"Conopophaga snethlageae","0"
"Pittasoma michleri","0"
"Pittasoma rufopileatum","0"
"Corcorax melanorhamphos","0"
"Struthidea cinerea","0"
"Aphelocoma californica","1"
"Aphelocoma coerulescens","3"
"Aphelocoma ultramarina","5"
"Aphelocoma unicolor","0"
"Aphelocoma wollweberi","0"
"Cissa chinensis","0"
"Cissa hypoleuca","0"
"Cissa jefferyi","0"
"Cissa thalassina","0"
"Corvus albicollis","0"
"Corvus albus","5"
"Corvus bennetti","0"
"Corvus brachyrhynchos","25"
"Corvus capensis","1"
"Corvus caurinus","1"
"Corvus corax","32"
"Corvus corone","18"
"Corvus coronoides","0"
"Corvus crassirostris","0"
"Corvus cryptoleucus","1"
"Corvus dauuricus","0"
"Corvus edithae","0"
"Corvus enca","0"
"Corvus florensis","0"
"Corvus frugilegus","19"
"Corvus fuscicapillus","0"
"Corvus hawaiiensis","0"
"Corvus imparatus","0"
"Corvus insularis","0"
"Corvus jamaicensis","0"
"Corvus kubaryi","1"
"Corvus leucognaphalus","0"
"Corvus macrorhynchos","7"
"Corvus meeki","0"
"Corvus mellori","2"
"Corvus monedula","15"
"Corvus moneduloides","1"
"Corvus nasicus","0"
"Corvus orru","2"
"Corvus ossifragus","0"
"Corvus palmarum","0"
"Corvus pectoralis","0"
"Corvus rhipidurus","0"
"Corvus ruficollis","0"
"Corvus sinaloae","0"
"Corvus splendens","13"
"Corvus tasmanicus","0"
"Corvus tristis","3"
"Corvus typicus","0"
"Corvus unicolor","0"
"Corvus validus","0"
"Corvus violaceus","0"
"Corvus woodfordi","0"
"Crypsirina cucullata","0"
"Crypsirina temia","0"
"Cyanocitta cristata","3"
"Cyanocitta stelleri","1"
"Cyanocorax affinis","0"
"Cyanocorax beecheii","1"
"Cyanocorax cayanus","1"
"Cyanocorax chrysops","0"
"Cyanocorax coeruleus","0"
"Cyanocorax colliei","0"
"Cyanocorax cristatellus","1"
"Cyanocorax cyanomelas","0"
"Cyanocorax cyanopogon","0"
"Cyanocorax dickeyi","0"
"Cyanocorax formosus","0"
"Cyanocorax hafferi","0"
"Cyanocorax heilprini","0"
"Cyanocorax melanocyaneus","0"
"Cyanocorax morio","1"
"Cyanocorax mystacalis","0"
"Cyanocorax sanblasianus","0"
"Cyanocorax violaceus","0"
"Cyanocorax yncas","0"
"Cyanocorax yucatanicus","0"
"Cyanolyca argentigula","1"
"Cyanolyca armillata","0"
"Cyanolyca cucullata","0"
"Cyanolyca mirabilis","0"
"Cyanolyca nanus","0"
"Cyanolyca pulchra","0"
"Cyanolyca pumilo","0"
"Cyanolyca quindiuna","0"
"Cyanolyca turcosa","0"
"Cyanolyca viridicyanus","0"
"Cyanopica cooki","0"
"Cyanopica cyanus","1"
"Dendrocitta bayleii","0"
"Dendrocitta cinerascens","0"
"Dendrocitta formosae","0"
"Dendrocitta frontalis","0"
"Dendrocitta leucogastra","0"
"Dendrocitta occipitalis","0"
"Dendrocitta vagabunda","1"
"Garrulus bispecularis","0"
"Garrulus glandarius","0"
"Garrulus lanceolatus","0"
"Garrulus leucotis","0"
"Garrulus lidthi","0"
"Gymnorhinus cyanocephalus","0"
"Nucifraga caryocatactes","0"
"Nucifraga columbiana","0"
"Nucifraga hemispila","0"
"Nucifraga multipunctata","0"
"Perisoreus canadensis","2"
"Perisoreus infaustus","0"
"Perisoreus internigrans","0"
"Pica asirensis","0"
"Pica hudsonia","0"
"Pica mauritanica","0"
"Pica nutalli","0"
"Pica pica","26"
"Platysmurus aterrimus","0"
"Platysmurus leucopterus","0"
"Podoces biddulphi","0"
"Podoces hendersoni","0"
"Podoces panderi","0"
"Podoces pleskei","0"
"Ptilostomus afer","0"
"Pyrrhocorax graculus","0"
"Pyrrhocorax pyrrhocorax","8"
"Temnurus temnurus","0"
"Urocissa caerulea","0"
"Urocissa erythroryncha","0"
"Urocissa flavirostris","0"
"Urocissa ornata","0"
"Urocissa whiteheadi","0"
"Urocissa xanthomelana","0"
"Zavattariornis stresemanni","1"
"Ampelioides tschudii","0"
"Ampelion rubrocristatus","0"
"Ampelion rufaxilla","0"
"Carpodectes antoniae","1"
"Carpodectes hopkei","0"
"Carpodectes nitidus","0"
"Carpornis cucullata","0"
"Carpornis melanocephala","0"
"Cephalopterus glabricollis","0"
"Cephalopterus ornatus","0"
"Cephalopterus penduliger","0"
"Conioptilon mcilhennyi","0"
"Cotinga amabilis","0"
"Cotinga cayana","0"
"Cotinga cotinga","1"
"Cotinga maculata","0"
"Cotinga maynana","0"
"Cotinga nattererii","0"
"Cotinga ridgwayi","0"
"Doliornis remseni","0"
"Doliornis sclateri","0"
"Gymnoderus foetidus","0"
"Haematoderus militaris","0"
"Lipaugus ater","0"
"Lipaugus conditus","0"
"Lipaugus fuscocinereus","0"
"Lipaugus lanioides","0"
"Lipaugus streptophorus","0"
"Lipaugus unirufus","0"
"Lipaugus uropygialis","0"
"Lipaugus vociferans","0"
"Lipaugus weberi","0"
"Perissocephalus tricolor","0"
"Phibalura boliviana","0"
"Phibalura flavirostris","0"
"Phoenicircus carnifex","0"
"Phoenicircus nigricollis","0"
"Phytotoma raimondii","0"
"Phytotoma rara","0"
"Phytotoma rutila","0"
"Pipreola arcuata","0"
"Pipreola aureopectus","0"
"Pipreola chlorolepidota","0"
"Pipreola formosa","0"
"Pipreola frontalis","0"
"Pipreola intermedia","0"
"Pipreola jucunda","0"
"Pipreola lubomirskii","0"
"Pipreola pulchra","0"
"Pipreola riefferii","0"
"Pipreola squamipectus","0"
"Pipreola whitelyi","0"
"Porphyrolaema porphyrolaema","0"
"Procnias albus","0"
"Procnias averano","0"
"Procnias nudicollis","0"
"Procnias tricarunculatus","0"
"Pyroderus scutatus","0"
"Querula purpurata","0"
"Rupicola peruvianus","0"
"Rupicola rupicola","0"
"Snowornis cryptolophus","0"
"Snowornis subalaris","0"
"Xipholena atropurpurea","0"
"Xipholena lamellipennis","0"
"Xipholena punicea","0"
"Zaratornis stresemanni","0"
"Dasyornis brachypterus","0"
"Dasyornis broadbenti","0"
"Dasyornis longirostris","0"
"Dicaeum aeneum","0"
"Dicaeum agile","0"
"Dicaeum annae","0"
"Dicaeum anthonyi","0"
"Dicaeum aureolimbatum","0"
"Dicaeum australe","0"
"Dicaeum beccarii","0"
"Dicaeum bicolor","0"
"Dicaeum cambodianum","0"
"Dicaeum celebicum","0"
"Dicaeum chrysorrheum","0"
"Dicaeum concolor","0"
"Dicaeum cruentatum","0"
"Dicaeum dayakorum","0"
"Dicaeum erythrorhynchos","0"
"Dicaeum erythrothorax","0"
"Dicaeum everetti","0"
"Dicaeum eximium","0"
"Dicaeum geelvinkianum","0"
"Dicaeum haematostictum","0"
"Dicaeum hanieli","0"
"Dicaeum hirundinaceum","0"
"Dicaeum hypoleucum","0"
"Dicaeum ignicolle","0"
"Dicaeum igniferum","0"
"Dicaeum ignipectus","0"
"Dicaeum kampalili","0"
"Dicaeum keiense","0"
"Dicaeum luzoniense","0"
"Dicaeum maugei","0"
"Dicaeum melanozanthum","0"
"Dicaeum minullum","0"
"Dicaeum monticolum","0"
"Dicaeum nehrkorni","0"
"Dicaeum nigrilore","0"
"Dicaeum nitidum","0"
"Dicaeum pectorale","0"
"Dicaeum proprium","0"
"Dicaeum pygmaeum","0"
"Dicaeum quadricolor","0"
"Dicaeum retrocinctum","0"
"Dicaeum sanguinolentum","0"
"Dicaeum schistaceiceps","0"
"Dicaeum trigonostigma","0"
"Dicaeum tristrami","0"
"Dicaeum trochileum","0"
"Dicaeum vincens","0"
"Dicaeum vulneratum","0"
"Dicaeum wilhelminae","0"
"Prionochilus maculatus","0"
"Prionochilus olivaceus","0"
"Prionochilus percussus","0"
"Prionochilus plateni","0"
"Prionochilus thoracicus","0"
"Prionochilus xanthopygius","0"
"Dicrurus adsimilis","0"
"Dicrurus aeneus","0"
"Dicrurus aldabranus","0"
"Dicrurus andamanensis","0"
"Dicrurus annectens","0"
"Dicrurus atripennis","0"
"Dicrurus balicassius","0"
"Dicrurus bracteatus","0"
"Dicrurus caerulescens","0"
"Dicrurus densus","0"
"Dicrurus forficatus","0"
"Dicrurus fuscipennis","0"
"Dicrurus hottentottus","0"
"Dicrurus leucophaeus","0"
"Dicrurus lophorinus","0"
"Dicrurus ludwigii","0"
"Dicrurus macrocercus","1"
"Dicrurus megarhynchus","0"
"Dicrurus menagei","0"
"Dicrurus modestus","0"
"Dicrurus montanus","0"
"Dicrurus paradiseus","0"
"Dicrurus remifer","0"
"Dicrurus striatus","0"
"Dicrurus sumatranus","0"
"Dicrurus waldenii","0"
"Donacobius atricapilla","0"
"Dulus dominicus","0"
"Elachura formosa","0"
"Emberiza affinis","0"
"Emberiza aureola","0"
"Emberiza bruniceps","0"
"Emberiza buchanani","0"
"Emberiza cabanisi","0"
"Emberiza caesia","0"
"Emberiza calandra","1"
"Emberiza capensis","0"
"Emberiza chrysophrys","0"
"Emberiza cia","0"
"Emberiza cineracea","0"
"Emberiza cioides","0"
"Emberiza cirlus","0"
"Emberiza citrinella","2"
"Emberiza elegans","0"
"Emberiza flaviventris","0"
"Emberiza fucata","0"
"Emberiza godlewskii","0"
"Emberiza goslingi","0"
"Emberiza hortulana","6"
"Emberiza impetuani","0"
"Emberiza jankowskii","0"
"Emberiza koslowi","0"
"Emberiza lathami","0"
"Emberiza leucocephalos","0"
"Emberiza melanocephala","0"
"Emberiza pallasi","0"
"Emberiza personata","0"
"Emberiza poliopleura","1"
"Emberiza pusilla","3"
"Emberiza rustica","4"
"Emberiza rutila","1"
"Emberiza sahari","0"
"Emberiza schoeniclus","6"
"Emberiza siemsseni","0"
"Emberiza socotrana","0"
"Emberiza spodocephala","0"
"Emberiza stewarti","0"
"Emberiza striolata","0"
"Emberiza sulphurata","0"
"Emberiza tahapisi","0"
"Emberiza tristrami","0"
"Emberiza variabilis","0"
"Emberiza yessoensis","0"
"Amadina erythrocephala","1"
"Amadina fasciata","0"
"Amandava amandava","1"
"Amandava formosa","0"
"Amandava subflava","0"
"Chloebia gouldiae","0"
"Clytospiza monteiri","0"
"Coccopygia bocagei","0"
"Coccopygia melanotis","0"
"Coccopygia quartinia","0"
"Cryptospiza jacksoni","0"
"Cryptospiza reichenovii","0"
"Cryptospiza salvadorii","1"
"Cryptospiza shelleyi","0"
"Emblema pictum","0"
"Erythrura coloria","0"
"Erythrura cyaneovirens","0"
"Erythrura hyperythra","0"
"Erythrura kleinschmidti","0"
"Erythrura papuana","0"
"Erythrura pealii","0"
"Erythrura prasina","0"
"Erythrura psittacea","0"
"Erythrura trichroa","0"
"Erythrura tricolor","0"
"Erythrura viridifacies","0"
"Estrilda astrild","0"
"Estrilda atricapilla","0"
"Estrilda charmosyna","0"
"Estrilda coerulescens","0"
"Estrilda erythronotos","0"
"Estrilda kandti","0"
"Estrilda melpoda","0"
"Estrilda nigriloris","0"
"Estrilda nonnula","0"
"Estrilda paludicola","0"
"Estrilda perreini","0"
"Estrilda poliopareia","0"
"Estrilda rhodopyga","0"
"Estrilda rufibarba","0"
"Estrilda thomensis","0"
"Estrilda troglodytes","0"
"Euodice cantans","0"
"Euodice malabarica","1"
"Euschistospiza cinereovinacea","0"
"Euschistospiza dybowskii","0"
"Granatina granatina","0"
"Granatina ianthinogaster","0"
"Heteromunia pectoralis","0"
"Hypargos margaritatus","0"
"Hypargos niveoguttatus","0"
"Lagonosticta larvata","0"
"Lagonosticta nigricollis","0"
"Lagonosticta nitidula","0"
"Lagonosticta rara","0"
"Lagonosticta rhodopareia","0"
"Lagonosticta rubricata","0"
"Lagonosticta rufopicta","0"
"Lagonosticta sanguinodorsalis","0"
"Lagonosticta senegala","0"
"Lagonosticta umbrinodorsalis","0"
"Lagonosticta vinacea","0"
"Lagonosticta virata","0"
"Lepidopygia nana","0"
"Lonchura atricapilla","0"
"Lonchura caniceps","0"
"Lonchura castaneothorax","0"
"Lonchura ferruginosa","0"
"Lonchura flaviprymna","0"
"Lonchura forbesi","0"
"Lonchura fuscans","0"
"Lonchura fuscata","0"
"Lonchura grandis","0"
"Lonchura hunsteini","0"
"Lonchura kelaarti","0"
"Lonchura leucogastra","0"
"Lonchura leucogastroides","0"
"Lonchura leucosticta","0"
"Lonchura maja","0"
"Lonchura malacca","2"
"Lonchura melaena","0"
"Lonchura molucca","0"
"Lonchura montana","0"
"Lonchura monticola","0"
"Lonchura nevermanni","0"
"Lonchura oryzivora","1"
"Lonchura pallida","0"
"Lonchura punctulata","0"
"Lonchura quinticolor","0"
"Lonchura spectabilis","0"
"Lonchura striata","1"
"Lonchura stygia","0"
"Lonchura teerinki","0"
"Lonchura tristissima","0"
"Lonchura vana","0"
"Mandingoa nitidula","0"
"Neochmia evangelinae","0"
"Neochmia modesta","0"
"Neochmia phaeton","0"
"Neochmia ruficauda","0"
"Neochmia temporalis","0"
"Nesocharis ansorgei","0"
"Nesocharis capistrata","0"
"Nesocharis shelleyi","0"
"Nigrita bicolor","0"
"Nigrita canicapillus","0"
"Nigrita fusconotus","0"
"Nigrita luteifrons","0"
"Odontospiza griseicapilla","0"
"Oreostruthus fuliginosus","0"
"Ortygospiza atricollis","0"
"Paludipasser locustella","0"
"Parmoptila jamesoni","0"
"Parmoptila rubrifrons","0"
"Parmoptila woodhousei","0"
"Poephila acuticauda","0"
"Poephila cincta","0"
"Poephila personata","0"
"Pyrenestes minor","0"
"Pyrenestes ostrinus","0"
"Pyrenestes sanguineus","0"
"Pytilia afra","0"
"Pytilia hypogrammica","0"
"Pytilia lineata","0"
"Pytilia melba","0"
"Pytilia phoenicoptera","0"
"Spermestes bicolor","0"
"Spermestes cucullata","0"
"Spermestes fringilloides","0"
"Spermophaga haematina","0"
"Spermophaga poliogenys","0"
"Spermophaga ruficapilla","0"
"Stagonopleura bella","0"
"Stagonopleura guttata","0"
"Stagonopleura oculata","0"
"Taeniopygia bichenovii","0"
"Taeniopygia castanotis","2"
"Taeniopygia guttata","15"
"Uraeginthus angolensis","0"
"Uraeginthus bengalus","0"
"Uraeginthus cyanocephalus","0"
"Eulacestoma nigropectus","0"
"Eupetes macrocerus","0"
"Corydon sumatranus","0"
"Cymbirhynchus affinis","0"
"Cymbirhynchus macrorhynchos","0"
"Eurylaimus harterti","0"
"Eurylaimus javanicus","0"
"Eurylaimus ochromalus","0"
"Psarisomus dalhousiae","0"
"Pseudocalyptomena graueri","0"
"Sarcophanops samarensis","0"
"Sarcophanops steerii","0"
"Serilophus lunatus","0"
"Serilophus rubropygius","0"
"Falcunculus frontatus","0"
"Falcunculus leucogaster","0"
"Falcunculus whitei","0"
"Chamaeza campanisona","1"
"Chamaeza meruloides","0"
"Chamaeza mollissima","0"
